"","title","amount","dep","trans","views","city","states","date","time"
"194","I Paid Rs. 10 to Municipal Services in Jaunpur.",10,"Municipal Services","Birth Certificate",162,"Jaunpur","Uttar Pradesh",2015-10-22,12
"195","I Paid Rs. 21 to Municipal Services in Abhayapuri.",21,"Municipal Services","Birth Certificate",167,"Abhayapuri","Assam",2015-10-22,12
"196","I Paid Rs. 122 to Municipal Services in Bhagalpur.",122,"Municipal Services","Birth Certificate",156,"Bhagalpur","Bihar",2015-10-22,12
"197","I Paid Rs. 500 to Transport in Abohar.",500,"Transport","Duplicate Registration Certificate",217,"Abohar","Punjab",2015-10-22,12
"198","I paid Rs.3000(approx.) to get Birth Certificate for myself",3000,"Municipal Services","Birth Certificate",143,"Narasaraopet","Andhra Pradesh",2015-10-22,12
"199","I Paid Rs. 1000 to Municipal Services in Chennai.",1000,"Municipal Services","Birth Certificate",170,"Chennai","Tamil Nadu",2015-10-22,13
"200","I Paid Rs. 99 to Income Tax in Adari.",99,"Income Tax","New PAN Card",185,"Adari","Uttar Pradesh",2015-10-22,13
"201","I Paid Rs. 22 to Commercial Tax, Sales Tax, VAT in Abhayapuri.",22,"Commercial Tax, Sales Tax, VAT","C Form",200,"Abhayapuri","Assam",2015-10-21,13
"202","I Paid Rs. 3000 to Transport in Bidar.",3000,"Transport","New Domestic Driving License",221,"Bidar","Karnataka",2015-10-21,13
"203","I Paid Rs. 22 to Income Tax in Amarpur.",22,"Income Tax","New PAN Card",165,"Amarpur","Bihar",2015-10-21,13
"204","I Paid Rs. 300 to Municipal Services in Chandigarh.",300,"Municipal Services","Birth Certificate",161,"Chandigarh","Chandigarh",2015-10-21,13
"205","I Paid Rs. 8 to Stamps and Registration in Abhayapuri.",8,"Stamps and Registration","Registration of Flat or Apartment",226,"Abhayapuri","Assam",2015-10-21,13
"206","I Paid Rs. 5 to Others in Kurnool.",5,"Others","Others",184,"Kurnool","Andhra Pradesh",2015-10-21,13
"207","I Paid Rs. 100 to Others in Jaipur.",100,"Others","Others",163,"Jaipur","Rajasthan",2015-10-21,13
"208","I Paid Rs. 876776 to Police in Agra.",876776,"Police","Police Harassment",203,"Agra","Uttar Pradesh",2015-10-21,13
"209","I Paid Rs. 5000 to Others in Aligarh.",5000,"Others","Others",139,"Aligarh","Uttar Pradesh",2015-10-21,13
"210","I Paid Rs. 123 to Transport in Adityapur.",123,"Transport","New Domestic Driving License",165,"Adityapur","Jharkhand",2015-10-21,13
"211","I Paid Rs. 100 to Commercial Tax, Sales Tax, VAT in Abohar.",100,"Commercial Tax, Sales Tax, VAT","C Form",187,"Abohar","Punjab",2015-10-21,13
"212","100 rs for an FIR copy",100,"Police","Filing FIR",192,"Imphal","Manipur",2015-10-21,13
"213","I Paid Rs. 1000 to Commercial Tax, Sales Tax, VAT in Achhnera.",1000,"Commercial Tax, Sales Tax, VAT","C Form",162,"Achhnera","Uttar Pradesh",2015-10-21,13
"214","I Paid Rs. 200 to Municipal Services in Pratapgarh.",200,"Municipal Services","Birth Certificate",125,"Pratapgarh","Tripura",2015-10-21,13
"215","I Paid Rs. 1000 to Police in Ahmedabad.",1000,"Police","Traffic Violations",144,"Ahmedabad","Gujarat",2015-10-21,13
"216","I Paid Rs. 700 to Municipal Services in Chennai.",700,"Municipal Services","Birth Certificate",121,"Chennai","Tamil Nadu",2015-10-21,13
"217","I Paid Rs. 30000 to Municipal Services in Dhanbad.",30000,"Municipal Services","Birth Certificate",154,"Dhanbad","Jharkhand",2015-10-21,13
"218","I Paid Rs. 100 to Municipal Services in Durgapur.",100,"Municipal Services","Birth Certificate",135,"Durgapur","West Bengal",2015-10-21,14
"219","I Paid Rs. 100 to Customs, Excise and Service Tax in Basti.",100,"Customs, Excise and Service Tax","Customs Check and Clearance",153,"Basti","Uttar Pradesh",2015-10-21,14
"220","I Paid Rs. 9000 to Others in Hyderabad.",9000,"Others","Others",152,"Hyderabad","Telangana",2015-10-20,14
"221","I Paid Rs. 5000 to Municipal Services in Mumbai.",5000,"Municipal Services","Birth Certificate",142,"Mumbai","Maharashtra",2015-10-20,14
"222","I Paid Rs. 44 to  in .",44,"","",187,"","",2015-10-20,14
"223","I Paid Rs. 100 to Railways in Bina.",100,"Railways","Transport of Goods",176,"Bina","Madhya Pradesh",2015-10-20,14
"224","For the Birth Certificate of My Daughter",300,"Municipal Services","Birth Certificate",209,"Bangalore","Karnataka",2015-10-20,14
"225","For Wrong Parking of Two Wheeler",300,"Police","Traffic Violations",218,"Bangalore","Karnataka",2015-10-20,14
"226","Have to pay the bribe even after having right documents",500,"Transport","Duplicate Driving License",194,"Jaipur","Rajasthan",2015-10-20,14
"227","I Paid Rs. 200 to Municipal Services in Udaipur.",200,"Municipal Services","Birth Certificate",154,"Udaipur","Tripura",2015-10-20,14
"228","I Paid Rs. 200 to Municipal Services in Mumbai.",200,"Municipal Services","Birth Certificate",168,"Mumbai","Maharashtra",2015-10-20,14
"229","Paid Bribe for filing ER 1 Return and for other certificate",34000,"Customs, Excise and Service Tax","Excise Return",250,"Bangalore","Karnataka",2015-10-20,14
"230","I Paid Rs. 500 to Transport in Abohar.",500,"Transport","New Domestic Driving License",208,"Abohar","Punjab",2015-10-20,14
"231","I Paid Rs. 500 to Municipal Services in Bharatpur.",500,"Municipal Services","Birth Certificate",148,"Bharatpur","Rajasthan",2015-10-20,14
"232","I Paid Rs. 3500 to Passport in Bangalore.",3500,"Passport","Police Verification for Passport",361,"Bangalore","Karnataka",2015-10-19,15
"233","I Paid Rs. 12000 to Municipal Services in Ludhiana.",12000,"Municipal Services","Birth Certificate",219,"Ludhiana","Punjab",2015-10-19,15
"234","I Paid Rs. 4000 to Transport in Adari.",4000,"Transport","Registration of Vehicle",207,"Adari","Uttar Pradesh",2015-10-19,15
"235","I Paid Rs. 15000 to Others in New Delhi.",15000,"Others","Others",242,"New Delhi","Delhi",2015-10-19,15
"236","I Paid Rs. 100 to Municipal Services in New Delhi.",100,"Municipal Services","Birth Certificate",223,"New Delhi","Delhi",2015-10-19,15
"237","I Paid Rs. 54 to Income Tax in Faizabad.",54,"Income Tax","New PAN Card",208,"Faizabad","Uttar Pradesh",2015-10-19,15
"238","I Paid Rs. 3500 to Municipal Services in Lucknow.",3500,"Municipal Services","Birth Certificate",199,"Lucknow","Uttar Pradesh",2015-10-19,15
"239","I Paid Rs. 100 to Municipal Services in Dharmapuri.",100,"Municipal Services","Birth Certificate",188,"Dharmapuri","Tamil Nadu",2015-10-19,15
"240","I Paid Rs. 2525 to Commercial Tax, Sales Tax, VAT in Abhayapuri.",2525,"Commercial Tax, Sales Tax, VAT","C Form",197,"Abhayapuri","Assam",2015-10-19,15
"241","I Paid Rs. 200 to Municipal Services in Abohar.",200,"Municipal Services","Birth Certificate",176,"Abohar","Punjab",2015-10-19,15
"242","I Paid Rs. 2500 to Municipal Services in Pune.",2500,"Municipal Services","Birth Certificate",234,"Pune","Maharashtra",2015-10-18,16
"243","I Paid Rs. 10 to Others in Chennai.",10,"Others","Others",238,"Chennai","Tamil Nadu",2015-10-18,16
"244","I Paid Rs. 100 to Food, Civil Supplies and Consumer Affairs in Abhayapuri.",100,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",255,"Abhayapuri","Assam",2015-10-18,16
"245","I Paid Rs. 100 to Others in Chennai.",100,"Others","Others",224,"Chennai","Tamil Nadu",2015-10-18,16
"246","I Paid Rs. 700 to Municipal Services in Abhayapuri.",700,"Municipal Services","Birth Certificate",257,"Abhayapuri","Assam",2015-10-18,16
"247","I Paid Rs. 1000 to Others in Bangalore.",1000,"Others","Others",280,"Bangalore","Karnataka",2015-10-18,16
"248","I Paid Rs. 6000 to Municipal Services in Pune.",6000,"Municipal Services","Birth Certificate",232,"Pune","Maharashtra",2015-10-18,16
"249","I Paid Rs. 19 to Municipal Services in Ludhiana.",19,"Municipal Services","Birth Certificate",203,"Ludhiana","Punjab",2015-10-18,16
"250","I paid bribe for Katha Transfer BBMP",15000,"Revenue","Residence Certificate",277,"Bangalore","Karnataka",2015-10-18,16
"251","Name of the officer = sandipan guha date of incident = 7th sep 2015…",10000,"Police","Filing FIR",460,"Barrackpur","West Bengal",2015-10-17,17
"252","I Paid Rs. 100 to Municipal Services in Adari.",100,"Municipal Services","Birth Certificate",203,"Adari","Uttar Pradesh",2015-10-17,17
"253","Paid Bribe for Getting Stipend in M.Tech  during my studies- Andhra University",5000,"Education","Obtaining Scholarship",244,"Visakhapatnam","Andhra Pradesh",2015-10-17,17
"254","I Paid Rs. 441 to Commercial Tax, Sales Tax, VAT in Adari.",441,"Commercial Tax, Sales Tax, VAT","C Form",242,"Adari","Uttar Pradesh",2015-10-17,17
"255","I Paid Rs. 10000 to Others in Mumbai.",10000,"Others","Others",240,"Mumbai","Maharashtra",2015-10-17,17
"256","I Paid Rs. 25000 to Police in Adari.",25000,"Police","Filing FIR",292,"Adari","Uttar Pradesh",2015-10-17,17
"257","I Paid Rs. 4300 to Municipal Services in Bhuj.",4300,"Municipal Services","Birth Certificate",227,"Bhuj","Gujarat",2015-10-17,17
"258","I Paid Rs. 15 to Income Tax in New Delhi.",15,"Income Tax","New PAN Card",238,"New Delhi","Delhi",2015-10-17,17
"259","I Paid Rs. 200 to Income Tax in Mumbai.",200,"Income Tax","New PAN Card",202,"Mumbai","Maharashtra",2015-10-17,17
"260","I Paid Rs. 1000 to Municipal Services in Abhayapuri.",1000,"Municipal Services","Birth Certificate",192,"Abhayapuri","Assam",2015-10-17,17
"261","Property Tax Collector takes bribe but issues remain pending.",7000,"Municipal Services","Property Tax",188,"Chennai","Tamil Nadu",2015-10-16,18
"262","I Paid Rs. 2000000 to Income Tax in Mumbai.",2e+06,"Income Tax","New PAN Card",189,"Mumbai","Maharashtra",2015-10-16,18
"263","I Paid Rs. 200 to Police in Kakinada.",200,"Police","Police Clearance Certificate",233,"Kakinada","Andhra Pradesh",2015-10-16,18
"264","Corrupt loafers of DEO office madurai",1000,"Education","School or College Related Activities",211,"Madurai","Tamil Nadu",2015-10-16,18
"265","I Paid Rs. 1000 to Municipal Services in Adilabad.",1000,"Municipal Services","Birth Certificate",212,"Adilabad","Telangana",2015-10-16,18
"266","I Paid Rs. 5 to Municipal Services in Kolkata.",5,"Municipal Services","Birth Certificate",174,"Kolkata","West Bengal",2015-10-16,18
"267","Was asked to Pay a Bribe of 500 for Police Verifiaction",500,"Police","Police Verification for Passport",268,"Howrah","West Bengal",2015-10-15,19
"268","I paid bribe to get approval of plan to build house",1e+05,"Municipal Services","Registration of Land",244,"Kolkata","West Bengal",2015-10-15,19
"269","I Paid Rs. 100 to Municipal Services in Kota.",100,"Municipal Services","Birth Certificate",233,"Kota","Rajasthan",2015-10-15,19
"270","New connection request - paid INR 5300 receipt only for ~ INR 4800",500,"Food, Civil Supplies and Consumer Affairs","New Gas Connection",299,"Bangalore","Karnataka",2015-10-15,19
"271","I Paid Rs. 5 to Commercial Tax, Sales Tax, VAT in Mumbai.",5,"Commercial Tax, Sales Tax, VAT","C Form",230,"Mumbai","Maharashtra",2015-10-15,19
"272","I have Piad bride in RTO Office",2000,"Transport","General RTO related",377,"Bangalore","Karnataka",2015-10-15,20
"273","I Paid Rs. 300 to Municipal Services in Abhayapuri.",300,"Municipal Services","Birth Certificate",229,"Abhayapuri","Assam",2015-10-14,20
"274","Paid bribe for Police clearance",2500,"Passport","Police Verification for Passport",428,"Pune","Maharashtra",2015-10-14,20
"275","I Paid Rs. 20 to Police in Kurnool.",20,"Police","Traffic Violations",268,"Kurnool","Andhra Pradesh",2015-10-14,20
"276","I Paid Rs. 20 to Municipal Services in Siliguri.",20,"Municipal Services","Birth Certificate",236,"Siliguri","West Bengal",2015-10-14,20
"277","I Paid Rs. 10 to Customs, Excise and Service Tax in Pithoragarh.",10,"Customs, Excise and Service Tax","Customs Check and Clearance",253,"Pithoragarh","Uttarakhand",2015-10-14,20
"278","I Paid Rs. 20000 to Stamps and Registration in Tumkur.",20000,"Stamps and Registration","Marriage Certificate",343,"Tumkur","Karnataka",2015-10-14,20
"279","I Paid Rs. 10 to Municipal Services in Hubli.",10,"Municipal Services","Birth Certificate",198,"Hubli","Karnataka",2015-10-14,20
"280","I Paid Rs. 2000 to Transport in Jalandhar.",2000,"Transport","New Domestic Driving License",280,"Jalandhar","Punjab",2015-10-14,20
"281","I Paid Rs. 6000 to Municipal Services in Abohar.",6000,"Municipal Services","Birth Certificate",216,"Abohar","Punjab",2015-10-14,20
"282","I Paid Rs. 11 to Municipal Services in Kota.",11,"Municipal Services","Birth Certificate",185,"Kota","Rajasthan",2015-10-14,20
"283","I Paid Rs. 200 to Food, Civil Supplies and Consumer Affairs in Banda.",200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",215,"Banda","Uttar Pradesh",2015-10-14,20
"284","I Paid Rs. 123 to Others in Bharatpur.",123,"Others","Others",175,"Bharatpur","Rajasthan",2015-10-14,20
"285","I Paid Rs. 10 to Food, Civil Supplies and Consumer Affairs in Salem.",10,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",156,"Salem","Tamil Nadu",2015-10-14,20
"286","I Paid Rs. 500 to Municipal Services in Nagaon.",500,"Municipal Services","Birth Certificate",130,"Nagaon","Assam",2015-10-14,20
"287","I Paid Rs. 200 to Police in Nainital.",200,"Police","Traffic Violations",160,"Nainital","Uttarakhand",2015-10-14,20
"288","I Paid Rs. 5000 to Transport in Adilabad.",5000,"Transport","Duplicate Registration Certificate",169,"Adilabad","Telangana",2015-10-14,20
"289","I Paid Rs. 10 to Municipal Services in Abhayapuri.",10,"Municipal Services","Birth Certificate",116,"Abhayapuri","Assam",2015-10-14,20
"290","I Paid Rs. 250000 to Municipal Services in Baran.",250000,"Municipal Services","Birth Certificate",63,"Baran","Rajasthan",2015-10-14,20
"291","I Paid Rs. 30000 to Municipal Services in Bangalore.",30000,"Municipal Services","Birth Certificate",140,"Bangalore","Karnataka",2015-10-14,20
"292","I Paid Rs. 3000 to Others in Bijnaur.",3000,"Others","Others",121,"Bijnaur","Uttar Pradesh",2015-10-14,20
"293","I Paid Rs. 100 to Others in Bilaspur.",100,"Others","Others",126,"Bilaspur","Chhattisgarh",2015-10-14,20
"294","I Paid Rs. 10 to Commercial Tax, Sales Tax, VAT in Ghaziabad.",10,"Commercial Tax, Sales Tax, VAT","C Form",128,"Ghaziabad","Uttar Pradesh",2015-10-14,20
"295","I Paid Rs. 70000 to Municipal Services in Bagaha.",70000,"Municipal Services","Birth Certificate",81,"Bagaha","Bihar",2015-10-14,20
"296","I Paid Rs. 500 to Municipal Services in Abohar.",500,"Municipal Services","Birth Certificate",130,"Abohar","Punjab",2015-10-14,20
"297","I Paid Rs. 10 to Municipal Services in Varanasi.",10,"Municipal Services","Birth Certificate",111,"Varanasi","Uttar Pradesh",2015-10-14,20
"298","Police verification for Passport",500,"Public Works Department","Public Works",208,"Bangalore","Karnataka",2015-10-13,21
"299","I Paid Rs. 5000 to Police in Bangalore.",5000,"Police","Traffic Violations",234,"Bangalore","Karnataka",2015-10-13,21
"300","I Paid Rs. 20 to Municipal Services in Chennai.",20,"Municipal Services","Birth Certificate",208,"Chennai","Tamil Nadu",2015-10-13,21
"301","I Paid Rs. 9999 to Customs, Excise and Service Tax in Abhayapuri.",9999,"Customs, Excise and Service Tax","Customs Check and Clearance",221,"Abhayapuri","Assam",2015-10-13,21
"302","I Paid Rs. 10 to Municipal Services in Hyderabad.",10,"Municipal Services","Birth Certificate",199,"Hyderabad","Telangana",2015-10-13,21
"303","I Paid Rs. 555 to Municipal Services in Achhnera.",555,"Municipal Services","Birth Certificate",219,"Achhnera","Uttar Pradesh",2015-10-13,21
"304","I Paid Rs. 20000 to Municipal Services in Abhayapuri.",20000,"Municipal Services","Birth Certificate",183,"Abhayapuri","Assam",2015-10-13,21
"305","I Paid Rs. 12 to Municipal Services in Adilabad.",12,"Municipal Services","Birth Certificate",184,"Adilabad","Telangana",2015-10-13,21
"306","I Paid Rs. 10 to Commercial Tax, Sales Tax, VAT in New Delhi.",10,"Commercial Tax, Sales Tax, VAT","C Form",213,"New Delhi","Delhi",2015-10-13,21
"307","I Paid Rs. 22222 to Stamps and Registration in Bangalore.",22222,"Stamps and Registration","Registration of Property",278,"Bangalore","Karnataka",2015-10-13,21
"308","I Paid Rs. 10 to Income Tax in Chandigarh.",10,"Income Tax","New PAN Card",182,"Chandigarh","Chandigarh",2015-10-13,21
"309","I Paid Rs. 565 to Stamps and Registration in Alipurduar.",565,"Stamps and Registration","Registration of Property",212,"Alipurduar","West Bengal",2015-10-13,21
"310","I Paid Rs. 30 to Municipal Services in Abohar.",30,"Municipal Services","Birth Certificate",140,"Abohar","Punjab",2015-10-13,21
"311","I Paid Rs. 10000 to Others in Guntur.",10000,"Others","Others",160,"Guntur","Andhra Pradesh",2015-10-13,21
"312","I Paid Rs. 10000 to Municipal Services in Srivilliputhur.",10000,"Municipal Services","Birth Certificate",136,"Srivilliputhur","Tamil Nadu",2015-10-13,21
"313","I Paid Rs. 100 to Municipal Services in Chennai.",100,"Municipal Services","Birth Certificate",111,"Chennai","Tamil Nadu",2015-10-13,21
"314","I Paid Rs. 1000 to Others in New Delhi.",1000,"Others","Others",178,"New Delhi","Delhi",2015-10-13,21
"315","I Paid Rs. 1000 to Others in Lucknow.",1000,"Others","Others",160,"Lucknow","Uttar Pradesh",2015-10-13,21
"316","I Paid Rs. 20 to Police in Abhayapuri.",20,"Police","Traffic Violations",153,"Abhayapuri","Assam",2015-10-13,21
"317","I Paid Rs. 3000 to Police in Bangalore.",3000,"Police","Filing FIR",217,"Bangalore","Karnataka",2015-10-13,21
"318","I Paid Rs. 50 to Others in Raipur.",50,"Others","Others",166,"Raipur","Chhattisgarh",2015-10-13,21
"319","I Paid Rs. 100 to Municipal Services in Abhayapuri.",100,"Municipal Services","Birth Certificate",161,"Abhayapuri","Assam",2015-10-13,21
"320","I Paid Rs. 100 to Municipal Services in New Delhi.",100,"Municipal Services","Birth Certificate",74,"New Delhi","Delhi",2015-10-13,21
"321","I Paid Rs. 1000 to Others in Coimbatore.",1000,"Others","Others",101,"Coimbatore","Tamil Nadu",2015-10-13,21
"322","I Paid Rs. 12 to Commercial Tax, Sales Tax, VAT in Hathras.",12,"Commercial Tax, Sales Tax, VAT","C Form",113,"Hathras","Uttar Pradesh",2015-10-13,21
"323","I Paid Rs. 800 to Customs, Excise and Service Tax in Bangalore.",800,"Customs, Excise and Service Tax","Customs Check and Clearance",199,"Bangalore","Karnataka",2015-10-13,21
"324","I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Calicut.",500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",125,"Calicut","Kerala",2015-10-13,21
"325","I Paid Rs. 210 to Income Tax in Banka.",210,"Income Tax","New PAN Card",132,"Banka","Bihar",2015-10-13,21
"326","I Paid Rs. 400 to Police in New Delhi.",400,"Police","Police Verification for Passport",131,"New Delhi","Delhi",2015-10-13,21
"327","I Paid Rs. 100 to Others in Kolhapur.",100,"Others","Others",87,"Kolhapur","Maharashtra",2015-10-13,21
"328","I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Bangalore.",1000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",134,"Bangalore","Karnataka",2015-10-13,21
"329","I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax","Customs Check and Clearance",146,"Bangalore","Karnataka",2015-10-13,21
"330","I Paid Rs. 400 to Stamps and Registration in New Delhi.",400,"Stamps and Registration","Marriage Certificate",153,"New Delhi","Delhi",2015-10-13,21
"331","I Paid Rs. 2000 to Municipal Services in Hyderabad.",2000,"Municipal Services","Birth Certificate",92,"Hyderabad","Telangana",2015-10-13,21
"332","I Paid Rs. 200 to Police in New Delhi.",200,"Police","Traffic Violations",137,"New Delhi","Delhi",2015-10-13,21
"333","I Paid Rs. 500 to Police in New Delhi.",500,"Police","Police Verification for Passport",125,"New Delhi","Delhi",2015-10-13,21
"334","I Paid Rs. 500 to Police in New Delhi.",500,"Police","Police Verification for Passport",82,"New Delhi","Delhi",2015-10-13,21
"335","I Paid Rs. 500 to Transport in Bangalore.",500,"Transport","Duplicate Registration Certificate",175,"Bangalore","Karnataka",2015-10-13,21
"336","I Paid Rs. 1500 to Customs, Excise and Service Tax in New Delhi.",1500,"Customs, Excise and Service Tax","Customs Check and Clearance",141,"New Delhi","Delhi",2015-10-13,21
"337","I Paid Rs. 500 to Police in Bangalore.",500,"Police","Filing FIR",100,"Bangalore","Karnataka",2015-10-13,21
"338","I Paid Rs. 1000 to Commercial Tax, Sales Tax, VAT in Aizawl.",1000,"Commercial Tax, Sales Tax, VAT","C Form",116,"Aizawl","Mizoram",2015-10-13,21
"339","I Paid Rs. 15000 to Customs, Excise and Service Tax in Bangalore.",15000,"Customs, Excise and Service Tax","Customs Check and Clearance",143,"Bangalore","Karnataka",2015-10-13,21
"340","I Paid Rs. 77 to Police in Adoni.",77,"Police","Traffic Violations",82,"Adoni","Andhra Pradesh",2015-10-13,21
"341","I Paid Rs. 100000 to Stamps and Registration in Bangalore.",1e+05,"Stamps and Registration","Registration of Property",167,"Bangalore","Karnataka",2015-10-13,21
"342","I Paid Rs. 500 to Municipal Services in Bangalore.",500,"Municipal Services","Birth Certificate",69,"Bangalore","Karnataka",2015-10-13,21
"343","I Paid Rs. 600 to Transport in Bangalore.",600,"Transport","Duplicate Registration Certificate",155,"Bangalore","Karnataka",2015-10-13,21
"344","I Paid Rs. 800 to Transport in Bangalore.",800,"Transport","Duplicate Registration Certificate",145,"Bangalore","Karnataka",2015-10-13,21
"345","I Paid Rs. 500 to Municipal Services in Jaipur.",500,"Municipal Services","Birth Certificate",150,"Jaipur","Rajasthan",2015-10-13,22
"346","I Paid Rs. 700 to Police in Pune.",700,"Police","Traffic Violations",158,"Pune","Maharashtra",2015-10-12,22
"347","I Paid Rs. 500 to Stamps and Registration in Guwahati.",500,"Stamps and Registration","Marriage Certificate",184,"Guwahati","Assam",2015-10-12,22
"348","I Paid Rs. 500 to Police in New Delhi.",500,"Police","Police Verification for Passport",143,"New Delhi","Delhi",2015-10-12,22
"349","I Paid Rs. 600 to Transport in New Delhi.",600,"Transport","New Domestic Driving License",170,"New Delhi","Delhi",2015-10-12,22
"350","I Paid Rs. 1500 to Customs, Excise and Service Tax in New Delhi.",1500,"Customs, Excise and Service Tax","Customs Check and Clearance",159,"New Delhi","Delhi",2015-10-12,22
"351","I Paid Rs. 500 to Transport in New Delhi.",500,"Transport","New Domestic Driving License",186,"New Delhi","Delhi",2015-10-12,22
"352","I Paid Rs. 1000 to Customs, Excise and Service Tax in New Delhi.",1000,"Customs, Excise and Service Tax","Customs Check and Clearance",140,"New Delhi","Delhi",2015-10-12,22
"353","I Paid Rs. 500 to Police in New Delhi.",500,"Police","Police Verification for Passport",166,"New Delhi","Delhi",2015-10-12,22
"354","I Paid Rs. 2400 to Food, Civil Supplies and Consumer Affairs in Indore.",2400,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",156,"Indore","Madhya Pradesh",2015-10-12,22
"355","I Paid Rs. 2610 to Food, Civil Supplies and Consumer Affairs in Indore.",2610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",154,"Indore","Madhya Pradesh",2015-10-12,22
"356","I Paid Rs. 3610 to Food, Civil Supplies and Consumer Affairs in Indore.",3610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",137,"Indore","Madhya Pradesh",2015-10-12,22
"357","I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.",800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",114,"Indore","Madhya Pradesh",2015-10-12,22
"358","I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.",1200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",129,"Indore","Madhya Pradesh",2015-10-12,22
"359","I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.",3200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",108,"Indore","Madhya Pradesh",2015-10-12,22
"360","I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.",4000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",114,"Indore","Madhya Pradesh",2015-10-12,22
"361","I Paid Rs. 15000 to Food, Civil Supplies and Consumer Affairs in Indore.",15000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",128,"Indore","Madhya Pradesh",2015-10-12,22
"362","I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.",3000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",121,"Indore","Madhya Pradesh",2015-10-12,22
"363","I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.",2500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",106,"Indore","Madhya Pradesh",2015-10-12,22
"364","I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.",2000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",90,"Indore","Madhya Pradesh",2015-10-12,22
"365","I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.",2500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",65,"Indore","Madhya Pradesh",2015-10-12,22
"366","I Paid Rs. 1400 to Food, Civil Supplies and Consumer Affairs in Indore.",1400,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",62,"Indore","Madhya Pradesh",2015-10-12,22
"367","I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.",800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",57,"Indore","Madhya Pradesh",2015-10-12,22
"368","I Paid Rs. 2000 to Municipal Services in Agra.",2000,"Municipal Services","Birth Certificate",101,"Agra","Uttar Pradesh",2015-10-12,22
"369","I Paid Rs. 900 to Food, Civil Supplies and Consumer Affairs in Indore.",900,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",62,"Indore","Madhya Pradesh",2015-10-12,22
"370","I Paid Rs. 1000 to Municipal Services in Agra.",1000,"Municipal Services","Birth Certificate",105,"Agra","Uttar Pradesh",2015-10-12,22
"371","I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Indore.",500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",48,"Indore","Madhya Pradesh",2015-10-12,22
"372","I Paid Rs. 1800 to Municipal Services in Agra.",1800,"Municipal Services","Birth Certificate",84,"Agra","Uttar Pradesh",2015-10-12,22
"373","I Paid Rs. 610 to Food, Civil Supplies and Consumer Affairs in Indore.",610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",41,"Indore","Madhya Pradesh",2015-10-12,22
"374","I Paid Rs. 2400 to Municipal Services in Agra.",2400,"Municipal Services","Birth Certificate",67,"Agra","Uttar Pradesh",2015-10-12,22
"375","I Paid Rs. 1500 to Food, Civil Supplies and Consumer Affairs in Indore.",1500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",39,"Indore","Madhya Pradesh",2015-10-12,22
"376","I Paid Rs. 2610 to Municipal Services in Agra.",2610,"Municipal Services","Birth Certificate",62,"Agra","Uttar Pradesh",2015-10-12,22
"377","I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.",1200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",33,"Indore","Madhya Pradesh",2015-10-12,22
"378","I Paid Rs. 3610 to Municipal Services in Agra.",3610,"Municipal Services","Birth Certificate",49,"Agra","Uttar Pradesh",2015-10-12,22
"379","I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.",4000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",31,"Indore","Madhya Pradesh",2015-10-12,22
